출발역,도착역,소요시간_분,거리_m,환승횟수
4.19민주묘지역,제기동역,26,12100,1
4.19민주묘지역,동묘앞역,26,12100,1
4.19민주묘지역,신설동역,20,11000,0
4.19민주묘지역,외대앞역,32,15400,1
4.19민주묘지역,남영역,40,19800,1
4.19민주묘지역,문래역,55,27500,2
4.19민주묘지역,아현역,40,19800,2
4.19민주묘지역,한양대역,38,16500,2
4.19민주묘지역,잠실나루역,44,19800,2
4.19민주묘지역,양천구청역,64,28600,2
4.19민주묘지역,신정네거리역,69,29700,2
4.19민주묘지역,독립문역,40,18700,2
4.19민주묘지역,무악재역,42,19800,2
4.19민주묘지역,금호역,36,16500,2
4.19민주묘지역,옥수역,37,17600,2
4.19민주묘지역,잠원역,44,20900,2
4.19민주묘지역,한성대입구역,22,9900,1
4.19민주묘지역,성신여대입구역,16,8800,0
4.19민주묘지역,수유역,28,13200,1
4.19민주묘지역,이촌역,44,22000,1
4.19민주묘지역,동작역,46,23100,1
4.19민주묘지역,마장역,41,15400,2
4.19민주묘지역,애오개역,44,19800,2
4.19민주묘지역,신금호역,36,15400,2
4.19민주묘지역,아차산역,49,19800,2
4.19민주묘지역,영등포시장역,54,25300,2
4.19민주묘지역,방이역,64,26400,2
4.19민주묘지역,보문역,18,9900,0
4.19민주묘지역,창신역,24,11000,1
4.19민주묘지역,효창공원앞역,44,22000,1
4.19민주묘지역,광흥창역,50,25300,1
4.19민주묘지역,월드컵경기장역,59,22000,1
4.19민주묘지역,고려대역,26,12100,1
4.19민주묘지역,공릉역,42,18700,2
4.19민주묘지역,어린이대공원역,44,17600,3
4.19민주묘지역,용마산역,52,24200,2
4.19민주묘지역,자양역,44,17600,3
4.19민주묘지역,하계역,42,18700,2
4.19민주묘지역,남성역,54,25300,2
4.19민주묘지역,암사역,58,25300,3
4.19민주묘지역,몽촌토성역,52,22000,3
4.19민주묘지역,강동구청역,54,23100,3
4.19민주묘지역,송파역,54,23100,3
4.19민주묘지역,석촌역,52,22000,3
4.19민주묘지역,노들역,50,23100,2
4.19민주묘지역,선유도역,57,27500,2
4.19민주묘지역,한성백제역,67,24200,3
4.19민주묘지역,양천향교역,70,23100,3
4.19민주묘지역,흑석역,52,24200,2
4.19민주묘지역,공항시장역,77,24200,3
가락시장역,제기동역,42,14300,2
가락시장역,동묘앞역,43,14300,1
가락시장역,신설동역,36,13200,2
가락시장역,외대앞역,52,17600,2
가락시장역,남영역,44,22000,2
가락시장역,문래역,53,24200,1
가락시장역,아현역,44,22000,1
가락시장역,한양대역,24,11000,1
가락시장역,잠실나루역,12,4400,1
가락시장역,양천구청역,54,25300,2
가락시장역,신정네거리역,56,26400,2
가락시장역,독립문역,48,26400,0
가락시장역,무악재역,50,27500,0
가락시장역,금호역,32,17600,0
가락시장역,옥수역,30,16500,0
가락시장역,잠원역,24,13200,0
가락시장역,한성대입구역,49,18700,2
가락시장역,성신여대입구역,51,15400,2
가락시장역,수유역,55,19800,2
가락시장역,이촌역,40,17600,2
가락시장역,동작역,30,16500,1
가락시장역,마장역,28,13200,1
가락시장역,애오개역,50,25300,1
가락시장역,신금호역,34,16500,1
가락시장역,아차산역,20,8800,1
가락시장역,영등포시장역,45,24200,2
가락시장역,방이역,10,3300,1
가락시장역,보문역,45,14300,1
가락시장역,창신역,43,16500,1
가락시장역,효창공원앞역,50,22000,1
가락시장역,광흥창역,56,28600,1
가락시장역,월드컵경기장역,66,34100,1
가락시장역,고려대역,51,16500,1
가락시장역,공릉역,44,19800,2
가락시장역,어린이대공원역,24,8800,2
가락시장역,용마산역,30,12100,2
가락시장역,자양역,24,8800,2
가락시장역,하계역,46,20900,2
가락시장역,남성역,32,15400,1
가락시장역,암사역,14,7700,0
가락시장역,몽촌토성역,8,4400,0
가락시장역,강동구청역,10,5500,0
가락시장역,송파역,2,1100,0
가락시장역,석촌역,4,2200,0
가락시장역,노들역,34,18700,1
가락시장역,선유도역,44,25300,1
가락시장역,한성백제역,12,4400,1
가락시장역,양천향교역,54,31900,1
가락시장역,흑석역,32,17600,1
가락시장역,공항시장역,65,28600,2
가산디지털단지역,제기동역,42,18700,0
가산디지털단지역,동묘앞역,38,16500,0
가산디지털단지역,신설동역,40,17600,0
가산디지털단지역,외대앞역,49,22000,0
가산디지털단지역,남영역,22,8800,0
가산디지털단지역,문래역,10,3300,1
가산디지털단지역,아현역,24,11000,1
가산디지털단지역,한양대역,40,19800,1
가산디지털단지역,잠실나루역,44,22000,1
가산디지털단지역,양천구청역,12,4400,1
가산디지털단지역,신정네거리역,14,5500,1
가산디지털단지역,독립문역,34,16500,1
가산디지털단지역,무악재역,36,17600,1
가산디지털단지역,금호역,38,18700,1
가산디지털단지역,옥수역,32,12100,1
가산디지털단지역,잠원역,30,14300,1
가산디지털단지역,한성대입구역,36,17600,1
가산디지털단지역,성신여대입구역,38,18700,1
가산디지털단지역,수유역,46,23100,1
가산디지털단지역,이촌역,22,8800,1
가산디지털단지역,동작역,21,9900,1
가산디지털단지역,마장역,42,20900,1
가산디지털단지역,애오개역,22,9900,1
가산디지털단지역,신금호역,36,17600,1
가산디지털단지역,아차산역,48,24200,1
가산디지털단지역,영등포시장역,14,5500,1
가산디지털단지역,방이역,53,28600,2
가산디지털단지역,보문역,38,18700,1
가산디지털단지역,창신역,36,17600,1
가산디지털단지역,효창공원앞역,22,8800,1
가산디지털단지역,광흥창역,33,8800,2
가산디지털단지역,월드컵경기장역,28,9900,2
가산디지털단지역,고려대역,42,20900,1
가산디지털단지역,공릉역,60,33000,0
가산디지털단지역,어린이대공원역,42,22000,0
가산디지털단지역,용마산역,47,25300,0
가산디지털단지역,자양역,37,19800,0
가산디지털단지역,하계역,61,34100,0
가산디지털단지역,남성역,18,9900,0
가산디지털단지역,암사역,58,25300,2
가산디지털단지역,몽촌토성역,57,22000,2
가산디지털단지역,강동구청역,58,23100,2
가산디지털단지역,송파역,53,25300,2
가산디지털단지역,석촌역,43,24200,1
가산디지털단지역,노들역,18,7700,1
가산디지털단지역,선유도역,25,12100,1
가산디지털단지역,한성백제역,47,26400,1
가산디지털단지역,양천향교역,35,18700,1
가산디지털단지역,흑석역,20,8800,1
가산디지털단지역,공항시장역,39,12100,2
가양역,제기동역,43,23100,1
가양역,동묘앞역,39,20900,1
가양역,신설동역,41,22000,1
가양역,외대앞역,49,26400,1
가양역,남영역,25,13200,1
가양역,문래역,18,8800,1
가양역,아현역,24,12100,1
가양역,한양대역,47,15400,2
가양역,잠실나루역,51,22000,1
가양역,양천구청역,28,12100,2
가양역,신정네거리역,30,13200,2
가양역,독립문역,43,13200,2
가양역,무악재역,45,12100,2
가양역,금호역,41,13200,1
가양역,옥수역,39,22000,1
가양역,잠원역,33,18700,1
가양역,한성대입구역,50,27500,1
가양역,성신여대입구역,52,28600,1
가양역,수유역,60,33000,1
가양역,이촌역,28,15400,1
가양역,동작역,22,14300,0
가양역,마장역,43,15400,1
가양역,애오개역,26,13200,1
가양역,신금호역,42,22000,1
가양역,아차산역,51,19800,1
가양역,영등포시장역,22,11000,1
가양역,방이역,46,26400,1
가양역,보문역,47,23100,2
가양역,창신역,45,22000,2
가양역,효창공원앞역,30,13200,2
가양역,광흥창역,24,9900,2
가양역,월드컵경기장역,26,11000,2
가양역,고려대역,51,25300,2
가양역,공릉역,67,37400,1
가양역,어린이대공원역,47,26400,1
가양역,용마산역,53,29700,1
가양역,자양역,43,24200,1
가양역,하계역,69,38500,1
가양역,남성역,37,20900,1
가양역,암사역,58,34100,1
가양역,몽촌토성역,52,30800,1
가양역,강동구청역,54,31900,1
가양역,송파역,50,29700,1
가양역,석촌역,44,28600,0
가양역,노들역,19,12100,0
가양역,선유도역,9,5500,0
가양역,한성백제역,48,30800,0
가양역,양천향교역,2,1100,0
가양역,흑석역,21,13200,0
가양역,공항시장역,7,4400,0
가오리역,제기동역,24,11000,1
가오리역,동묘앞역,24,11000,1
가오리역,신설동역,18,9900,0
가오리역,외대앞역,30,14300,1
가오리역,남영역,38,18700,1
가오리역,문래역,56,26400,2
가오리역,아현역,42,18700,2
가오리역,한양대역,36,15400,2
가오리역,잠실나루역,42,18700,2
가오리역,양천구청역,58,27500,2
가오리역,신정네거리역,60,28600,2
가오리역,독립문역,40,17600,2
가오리역,무악재역,42,18700,2
가오리역,금호역,36,15400,2
가오리역,옥수역,38,16500,2
가오리역,잠원역,44,19800,2
가오리역,한성대입구역,20,8800,1
가오리역,성신여대입구역,14,7700,0
가오리역,수유역,26,12100,1
가오리역,이촌역,42,20900,1
가오리역,동작역,44,22000,1
가오리역,마장역,40,17600,2
가오리역,애오개역,42,18700,2
가오리역,신금호역,34,14300,2
가오리역,아차산역,48,22000,2
가오리역,영등포시장역,52,24200,2
가오리역,방이역,60,28600,2
가오리역,보문역,16,8800,0
가오리역,창신역,22,9900,1
가오리역,효창공원앞역,42,20900,1
가오리역,광흥창역,48,24200,1
가오리역,월드컵경기장역,58,29700,1
가오리역,고려대역,24,11000,1
가오리역,공릉역,40,17600,2
가오리역,어린이대공원역,42,16500,3
가오리역,용마산역,50,23100,2
가오리역,자양역,42,16500,3
가오리역,하계역,40,17600,2
가오리역,남성역,52,24200,2
가오리역,암사역,56,24200,3
가오리역,몽촌토성역,50,20900,3
가오리역,강동구청역,52,22000,3
가오리역,송파역,52,22000,3
가오리역,석촌역,50,20900,3
가오리역,노들역,48,22000,2
가오리역,선유도역,55,26400,2
가오리역,한성백제역,62,26400,3
가오리역,양천향교역,65,33000,2
가오리역,흑석역,50,23100,2
가오리역,공항시장역,70,36300,2
가좌역,제기동역,26,11000,1
가좌역,동묘앞역,22,8800,1
가좌역,신설동역,24,9900,1
가좌역,외대앞역,32,14300,1
가좌역,남영역,12,3300,1
가좌역,문래역,15,5500,1
가좌역,아현역,13,4400,1
가좌역,한양대역,33,15400,1
가좌역,잠실나루역,45,22000,1
가좌역,양천구청역,25,8800,2
가좌역,신정네거리역,27,9900,2
가좌역,독립문역,26,8800,2
가좌역,무악재역,27,9900,2
가좌역,금호역,33,11000,1
가좌역,옥수역,27,9900,0
가좌역,잠원역,37,13200,1
가좌역,한성대입구역,24,9900,1
가좌역,성신여대입구역,26,11000,1
가좌역,수유역,34,15400,1
가좌역,이촌역,18,6600,0
가좌역,동작역,20,7700,1
가좌역,마장역,37,16500,1
가좌역,애오개역,15,4400,1
가좌역,신금호역,31,13200,1
가좌역,아차산역,45,20900,1
가좌역,영등포시장역,23,8800,1
가좌역,방이역,57,27500,1
가좌역,보문역,37,16500,1
가좌역,창신역,35,15400,1
가좌역,효창공원앞역,12,4400,0
가좌역,광흥창역,17,5500,1
가좌역,월드컵경기장역,9,2200,1
가좌역,고려대역,41,18700,1
가좌역,공릉역,57,20900,1
가좌역,어린이대공원역,45,19800,2
가좌역,용마산역,55,19800,1
가좌역,자양역,42,17600,2
가좌역,하계역,48,20900,2
가좌역,남성역,28,9900,2
가좌역,암사역,55,24200,2
가좌역,몽촌토성역,53,24200,2
가좌역,강동구청역,55,25300,2
가좌역,송파역,55,25300,2
가좌역,석촌역,46,22000,2
가좌역,노들역,22,6600,2
가좌역,선유도역,17,4400,2
가좌역,한성백제역,50,24200,2
가좌역,양천향교역,27,11000,2
가좌역,흑석역,24,7700,2
가좌역,공항시장역,33,14300,2
강남구청역,제기동역,16,5500,1
강남구청역,동묘앞역,20,7700,1
강남구청역,신설동역,18,6600,1
강남구청역,외대앞역,18,6600,1
강남구청역,남영역,34,15400,1
강남구청역,문래역,36,17600,1
강남구청역,아현역,30,13200,1
강남구청역,한양대역,14,4400,1
강남구청역,잠실나루역,16,6600,1
강남구청역,양천구청역,42,18700,2
강남구청역,신정네거리역,44,19800,2
강남구청역,독립문역,38,18700,1
강남구청역,무악재역,40,19800,1
강남구청역,금호역,22,9900,1
강남구청역,옥수역,19,5500,1
강남구청역,잠원역,14,5500,1
강남구청역,한성대입구역,28,9900,2
강남구청역,성신여대입구역,26,8800,2
강남구청역,수유역,44,22000,1
강남구청역,이촌역,20,8800,1
강남구청역,동작역,17,7700,1
강남구청역,마장역,14,4400,1
강남구청역,애오개역,32,14300,1
강남구청역,신금호역,16,5500,1
강남구청역,아차산역,16,6600,1
강남구청역,영등포시장역,34,15400,2
강남구청역,방이역,28,13200,1
강남구청역,보문역,24,7700,2
강남구청역,창신역,24,7700,2
강남구청역,효창공원앞역,34,11000,1
강남구청역,광흥창역,36,15400,2
강남구청역,월드컵경기장역,46,20900,2
강남구청역,고려대역,30,11000,2
강남구청역,공릉역,28,15400,0
강남구청역,어린이대공원역,8,4400,0
강남구청역,용마산역,14,7700,0
강남구청역,자양역,4,2200,0
강남구청역,하계역,30,16500,0
강남구청역,남성역,14,7700,0
강남구청역,암사역,26,9900,2
강남구청역,몽촌토성역,23,7700,2
강남구청역,강동구청역,25,8800,2
강남구청역,송파역,23,8800,2
강남구청역,석촌역,17,7700,1
강남구청역,노들역,21,9900,1
강남구청역,선유도역,31,16500,1
강남구청역,한성백제역,21,9900,1
강남구청역,양천향교역,41,23100,1
강남구청역,흑석역,19,8800,1
강남구청역,공항시장역,47,26400,1
강남역,제기동역,30,9900,2
강남역,동묘앞역,30,11000,2
강남역,신설동역,34,16500,1
강남역,외대앞역,32,11000,2
강남역,남영역,28,12100,2
강남역,문래역,26,14300,0
강남역,아현역,40,22000,0
강남역,한양대역,26,14300,0
강남역,잠실나루역,14,7700,0
강남역,양천구청역,32,15400,1
강남역,신정네거리역,34,16500,1
강남역,독립문역,34,15400,1
강남역,무악재역,36,16500,1
강남역,금호역,18,6600,1
강남역,옥수역,16,5500,1
강남역,잠원역,10,3300,1
강남역,한성대입구역,40,19800,1
강남역,성신여대입구역,42,20900,1
강남역,수유역,50,25300,1
강남역,이촌역,18,7700,1
강남역,동작역,15,6600,1
강남역,마장역,34,16500,1
강남역,애오개역,36,16500,2
강남역,신금호역,36,17600,1
강남역,아차산역,29,11000,2
강남역,영등포시장역,34,16500,1
강남역,방이역,28,12100,2
강남역,보문역,34,13200,2
강남역,창신역,32,12100,2
강남역,효창공원앞역,30,9900,2
강남역,광흥창역,40,19800,1
강남역,월드컵경기장역,42,20900,1
강남역,고려대역,38,15400,2
강남역,공릉역,41,19800,1
강남역,어린이대공원역,21,8800,1
강남역,용마산역,27,12100,1
강남역,자양역,17,6600,1
강남역,하계역,43,20900,1
강남역,남성역,19,7700,1
강남역,암사역,24,11000,1
강남역,몽촌토성역,18,7700,1
강남역,강동구청역,20,8800,1
강남역,송파역,20,8800,1
강남역,석촌역,17,7700,1
강남역,노들역,19,8800,1
강남역,선유도역,29,15400,1
강남역,한성백제역,21,9900,1
강남역,양천향교역,39,22000,1
강남역,흑석역,17,7700,1
강남역,공항시장역,44,25300,1
강동구청역,제기동역,34,11000,3
강동구청역,동묘앞역,34,14300,2
강동구청역,신설동역,30,12100,2
강동구청역,외대앞역,36,12100,3
강동구청역,남영역,44,19800,2
강동구청역,문래역,46,23100,1
강동구청역,아현역,42,20900,1
강동구청역,한양대역,22,9900,1
강동구청역,잠실나루역,10,3300,1
강동구청역,양천구청역,52,24200,2
강동구청역,신정네거리역,54,25300,2
강동구청역,독립문역,42,18700,2
강동구청역,무악재역,44,19800,2
강동구청역,금호역,46,23100,1
강동구청역,옥수역,32,11000,2
강동구청역,잠원역,38,18700,1
강동구청역,한성대입구역,38,16500,2
강동구청역,성신여대입구역,40,17600,2
강동구청역,수유역,48,22000,2
강동구청역,이촌역,38,16500,2
강동구청역,동작역,32,17600,1
강동구청역,마장역,18,7700,1
강동구청역,애오개역,40,19800,1
강동구청역,신금호역,24,11000,1
강동구청역,아차산역,10,3300,1
강동구청역,영등포시장역,52,26400,1
강동구청역,방이역,14,5500,1
강동구청역,보문역,38,16500,2
강동구청역,창신역,36,15400,2
강동구청역,효창공원앞역,44,19800,2
강동구청역,광흥창역,50,23100,2
강동구청역,월드컵경기장역,60,28600,2
강동구청역,고려대역,42,18700,2
강동구청역,공릉역,34,14300,2
강동구청역,어린이대공원역,18,5500,2
강동구청역,용마산역,20,6600,2
강동구청역,자양역,22,7700,2
강동구청역,하계역,36,15400,2
강동구청역,남성역,37,17600,2
강동구청역,암사역,4,2200,0
강동구청역,몽촌토성역,2,1100,0
강동구청역,강동구청역,0,0,0
강동구청역,송파역,8,4400,0
강동구청역,석촌역,6,3300,0
강동구청역,노들역,36,19800,1
강동구청역,선유도역,46,26400,1
강동구청역,한성백제역,14,5500,1
강동구청역,양천향교역,56,33000,1
강동구청역,흑석역,34,18700,1
강동구청역,공항시장역,62,36300,1
강동역,제기동역,30,11000,2
강동역,동묘앞역,30,14300,1
강동역,신설동역,32,12100,2
강동역,외대앞역,32,12100,2
강동역,남영역,40,19800,1
강동역,문래역,52,26400,1
강동역,아현역,38,18700,1
강동역,한양대역,22,9900,1
강동역,잠실나루역,18,5500,2
강동역,양천구청역,68,35200,1
강동역,신정네거리역,66,34100,1
강동역,독립문역,38,18700,1
강동역,무악재역,40,19800,1
강동역,금호역,34,12100,2
강동역,옥수역,28,11000,1
강동역,잠원역,40,19800,1
강동역,한성대입구역,34,16500,1
강동역,성신여대입구역,36,17600,1
강동역,수유역,44,22000,1
강동역,이촌역,36,14300,1
강동역,동작역,35,19800,1
강동역,마장역,14,7700,0
강동역,애오개역,36,19800,0
강동역,신금호역,20,11000,0
강동역,아차산역,6,3300,0
강동역,영등포시장역,48,26400,0
강동역,방이역,6,3300,0
강동역,보문역,34,16500,1
강동역,창신역,32,15400,1
강동역,효창공원앞역,40,19800,1
강동역,광흥창역,46,23100,1
강동역,월드컵경기장역,56,28600,1
강동역,고려대역,38,18700,1
강동역,공릉역,30,14300,1
강동역,어린이대공원역,14,5500,1
강동역,용마산역,16,6600,1
강동역,자양역,18,7700,1
강동역,하계역,32,15400,1
강동역,남성역,36,17600,1
강동역,암사역,8,2200,1
강동역,몽촌토성역,10,3300,1
강동역,강동구청역,8,2200,1
강동역,송파역,16,6600,1
강동역,석촌역,13,5500,1
강동역,노들역,39,22000,1
강동역,선유도역,49,28600,1
강동역,한성백제역,10,3300,1
강동역,양천향교역,59,35200,1
강동역,흑석역,37,20900,1
강동역,공항시장역,65,38500,1
강변역,제기동역,24,8800,2
강변역,동묘앞역,22,9900,1
강변역,신설동역,18,7700,1
강변역,외대앞역,28,9900,2
강변역,남영역,34,16500,1
강변역,문래역,42,23100,0
강변역,아현역,30,16500,0
강변역,한양대역,10,5500,0
강변역,잠실나루역,2,1100,0
강변역,양천구청역,48,24200,1
강변역,신정네거리역,50,25300,1
강변역,독립문역,34,16500,1
강변역,무악재역,36,17600,1
강변역,금호역,34,16500,1
강변역,옥수역,24,8800,1
강변역,잠원역,26,12100,1
강변역,한성대입구역,28,13200,1
강변역,성신여대입구역,30,14300,1
강변역,수유역,38,18700,1
강변역,이촌역,32,12100,1
강변역,동작역,29,15400,1
강변역,마장역,18,7700,1
강변역,애오개역,34,16500,1
강변역,신금호역,20,8800,1
강변역,아차산역,26,12100,1
강변역,영등포시장역,46,23100,1
강변역,방이역,26,9900,2
강변역,보문역,26,12100,1
강변역,창신역,24,11000,1
강변역,효창공원앞역,36,17600,1
강변역,광흥창역,42,20900,1
강변역,월드컵경기장역,48,24200,1
강변역,고려대역,30,14300,1
강변역,공릉역,30,14300,1
강변역,어린이대공원역,10,3300,1
강변역,용마산역,16,6600,1
강변역,자양역,10,3300,1
강변역,하계역,32,15400,1
강변역,남성역,28,13200,1
강변역,암사역,16,6600,1
강변역,몽촌토성역,10,3300,1
강변역,강동구청역,12,4400,1
강변역,송파역,12,4400,1
강변역,석촌역,10,3300,1
강변역,노들역,33,17600,1
강변역,선유도역,43,24200,1
강변역,한성백제역,21,9900,1
강변역,양천향교역,53,30800,1
강변역,흑석역,31,16500,1
강변역,공항시장역,58,34100,1
강일역,제기동역,42,17600,2
강일역,동묘앞역,42,20900,1
강일역,신설동역,44,18700,2
강일역,외대앞역,44,18700,2
강일역,남영역,52,26400,1
강일역,문래역,64,33000,1
강일역,아현역,50,25300,1
강일역,한양대역,34,16500,1
강일역,잠실나루역,30,12100,2
강일역,양천구청역,80,41800,1
강일역,신정네거리역,78,40700,1
강일역,독립문역,50,25300,1
강일역,무악재역,52,26400,1
강일역,금호역,46,18700,2
강일역,옥수역,40,17600,1
강일역,잠원역,52,26400,1
강일역,한성대입구역,46,23100,1
강일역,성신여대입구역,48,24200,1
강일역,수유역,56,28600,1
강일역,이촌역,48,20900,1
강일역,동작역,47,26400,1
강일역,마장역,26,14300,0
강일역,애오개역,48,26400,0
강일역,신금호역,32,17600,0
강일역,아차산역,18,9900,0
강일역,영등포시장역,60,33000,0
강일역,방이역,18,9900,0
강일역,보문역,46,23100,1
강일역,창신역,44,22000,1
강일역,효창공원앞역,52,26400,1
강일역,광흥창역,58,29700,1
강일역,월드컵경기장역,68,35200,1
강일역,고려대역,50,25300,1
강일역,공릉역,42,20900,1
강일역,어린이대공원역,26,12100,1
강일역,용마산역,28,13200,1
강일역,자양역,30,14300,1
강일역,하계역,44,22000,1
강일역,남성역,48,24200,1
강일역,암사역,20,8800,1
강일역,몽촌토성역,22,9900,1
강일역,강동구청역,20,8800,1
강일역,송파역,28,13200,1
강일역,석촌역,25,12100,1
강일역,노들역,51,28600,1
강일역,선유도역,61,35200,1
강일역,한성백제역,22,9900,1
강일역,양천향교역,71,41800,1
강일역,흑석역,49,27500,1
강일역,공항시장역,77,45100,1
개롱역,제기동역,40,16500,2
개롱역,동묘앞역,40,19800,1
개롱역,신설동역,42,17600,2
개롱역,외대앞역,42,17600,2
개롱역,남영역,50,25300,1
개롱역,문래역,62,31900,1
개롱역,아현역,48,24200,1
개롱역,한양대역,32,15400,1
개롱역,잠실나루역,28,11000,2
개롱역,양천구청역,78,40700,1
개롱역,신정네거리역,76,39600,1
개롱역,독립문역,48,24200,1
개롱역,무악재역,50,25300,1
개롱역,금호역,42,20900,1
개롱역,옥수역,38,16500,1
개롱역,잠원역,34,16500,1
개롱역,한성대입구역,44,22000,1
개롱역,성신여대입구역,46,23100,1
개롱역,수유역,54,27500,1
개롱역,이촌역,46,19800,1
개롱역,동작역,37,20900,1
개롱역,마장역,24,13200,0
개롱역,애오개역,46,25300,0
개롱역,신금호역,30,16500,0
개롱역,아차산역,16,8800,0
개롱역,영등포시장역,58,31900,0
개롱역,방이역,4,2200,0
개롱역,보문역,44,22000,1
개롱역,창신역,42,20900,1
개롱역,효창공원앞역,50,25300,1
개롱역,광흥창역,56,28600,1
개롱역,월드컵경기장역,66,34100,1
개롱역,고려대역,48,24200,1
개롱역,공릉역,40,19800,1
개롱역,어린이대공원역,24,11000,1
개롱역,용마산역,26,12100,1
개롱역,자양역,28,13200,1
개롱역,하계역,42,20900,1
개롱역,남성역,46,23100,1
개롱역,암사역,18,7700,1
개롱역,몽촌토성역,20,8800,1
개롱역,강동구청역,18,7700,1
개롱역,송파역,16,4400,2
개롱역,석촌역,15,6600,1
개롱역,노들역,41,23100,1
개롱역,선유도역,51,29700,1
개롱역,한성백제역,12,4400,1
개롱역,양천향교역,61,36300,1
개롱역,흑석역,39,22000,1
개롱역,공항시장역,67,39600,1
개봉역,제기동역,36,19800,0
개봉역,동묘앞역,32,17600,0
개봉역,신설동역,34,18700,0
개봉역,외대앞역,42,23100,0
개봉역,남영역,18,9900,0
개봉역,문래역,12,4400,1
개봉역,아현역,26,12100,1
개봉역,한양대역,42,20900,1
개봉역,잠실나루역,48,24200,1
개봉역,양천구청역,14,5500,1
개봉역,신정네거리역,16,6600,1
개봉역,독립문역,36,17600,1
개봉역,무악재역,38,18700,1
개봉역,금호역,40,19800,1
개봉역,옥수역,34,13200,1
개봉역,잠원역,34,15400,2
개봉역,한성대입구역,38,18700,1
개봉역,성신여대입구역,40,19800,1
개봉역,수유역,48,24200,1
개봉역,이촌역,24,9900,1
개봉역,동작역,23,11000,1
개봉역,마장역,44,22000,1
개봉역,애오개역,24,11000,1
개봉역,신금호역,38,18700,1
개봉역,아차산역,52,26400,1
개봉역,영등포시장역,16,6600,1
개봉역,방이역,64,33000,1
개봉역,보문역,40,19800,1
개봉역,창신역,38,18700,1
개봉역,효창공원앞역,24,9900,1
개봉역,광흥창역,26,9900,2
개봉역,월드컵경기장역,28,11000,2
개봉역,고려대역,44,22000,1
개봉역,공릉역,58,27500,2
개봉역,어린이대공원역,50,25300,1
개봉역,용마산역,56,28600,1
개봉역,자양역,46,23100,1
개봉역,하계역,60,28600,2
개봉역,남성역,28,13200,1
개봉역,암사역,58,27500,2
개봉역,몽촌토성역,52,24200,2
개봉역,강동구청역,54,25300,2
개봉역,송파역,51,26400,2
개봉역,석촌역,45,25300,1
개봉역,노들역,20,8800,1
개봉역,선유도역,27,13200,1
개봉역,한성백제역,49,27500,1
개봉역,양천향교역,37,19800,1
개봉역,흑석역,22,9900,1
개봉역,공항시장역,42,23100,1
개포동역,제기동역,31,12100,1
개포동역,동묘앞역,35,14300,1
개포동역,신설동역,33,13200,1
개포동역,외대앞역,33,13200,1
개포동역,남영역,49,22000,1
개포동역,문래역,44,20900,1
개포동역,아현역,44,19800,1
개포동역,한양대역,28,11000,1
개포동역,잠실나루역,24,9900,1
개포동역,양천구청역,50,22000,2
개포동역,신정네거리역,52,23100,2
개포동역,독립문역,45,22000,1
개포동역,무악재역,47,23100,1
개포동역,금호역,29,13200,1
개포동역,옥수역,27,12100,1
개포동역,잠원역,21,8800,1
개포동역,한성대입구역,42,16500,2
개포동역,성신여대입구역,41,15400,2
개포동역,수유역,52,22000,2
개포동역,이촌역,43,15400,1
개포동역,동작역,28,13200,1
개포동역,마장역,28,11000,1
개포동역,애오개역,46,20900,1
개포동역,신금호역,30,12100,1
개포동역,아차산역,36,15400,1
개포동역,영등포시장역,45,20900,2
개포동역,방이역,21,6600,2
개포동역,보문역,39,14300,2
개포동역,창신역,38,14300,2
개포동역,효창공원앞역,49,17600,1
개포동역,광흥창역,53,24200,2
개포동역,월드컵경기장역,60,27500,2
개포동역,고려대역,44,17600,2
개포동역,공릉역,47,22000,1
개포동역,어린이대공원역,27,11000,1
개포동역,용마산역,33,14300,1
개포동역,자양역,23,8800,1
개포동역,하계역,49,23100,1
개포동역,남성역,33,14300,1
개포동역,암사역,32,14300,1
개포동역,몽촌토성역,26,11000,1
개포동역,강동구청역,28,12100,1
개포동역,송파역,20,7700,1
개포동역,석촌역,22,8800,1
개포동역,노들역,32,15400,1
개포동역,선유도역,42,22000,1
개포동역,한성백제역,31,14300,1
개포동역,양천향교역,52,28600,1
개포동역,흑석역,30,14300,1
개포동역,공항시장역,58,31900,1
개화산역,제기동역,58,29700,1
개화산역,동묘앞역,54,27500,1
개화산역,신설동역,56,28600,1
개화산역,외대앞역,64,33000,1
개화산역,남영역,40,19800,1
개화산역,문래역,30,14300,1
개화산역,아현역,40,19800,1
개화산역,한양대역,60,30800,1
개화산역,잠실나루역,70,36300,1
개화산역,양천구청역,22,9900,1
개화산역,신정네거리역,20,8800,1
개화산역,독립문역,56,28600,1
개화산역,무악재역,58,29700,1
개화산역,금호역,60,30800,1
개화산역,옥수역,60,26400,1
개화산역,잠원역,48,25300,2
개화산역,한성대입구역,60,30800,1
개화산역,성신여대입구역,62,31900,1
개화산역,수유역,70,36300,1
개화산역,이촌역,50,23100,1
개화산역,동작역,37,20900,1
개화산역,마장역,60,33000,0
개화산역,애오개역,38,20900,0
개화산역,신금호역,54,29700,0
개화산역,아차산역,68,37400,0
개화산역,영등포시장역,26,14300,0
개화산역,방이역,80,44000,0
개화산역,보문역,64,33000,1
개화산역,창신역,62,31900,1
개화산역,효창공원앞역,42,20900,1
개화산역,광흥창역,44,22000,1
개화산역,월드컵경기장역,26,4400,2
개화산역,고려대역,68,35200,1
개화산역,공릉역,88,46200,1
개화산역,어린이대공원역,62,33000,2
